,dataset,sample,NAT_source,ref_source,WGA_source,priority,run,barcode,assembly_contigs,assembly_coverage,ONT_reads,tax_id,scientific_name,lineage,lineage_save
1387,sepsis,K-E0294,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01152_Min106_RBK110/1152_22_3/20221108_1705_X4_FAU82490_288692d8/fast5_pass/barcode96,cebitec:/prj/kinbiotics-seq/samples/K-E0294/medaka/consensus.fasta,,0,Run01152_Min106_RBK110,96,48.0,5.0,5082,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1386,sepsis,K-E0293,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01152_Min106_RBK110/1152_22_3/20221108_1705_X4_FAU82490_288692d8/fast5_pass/barcode95,cebitec:/prj/kinbiotics-seq/samples/K-E0293/medaka/consensus.fasta,,0,Run01152_Min106_RBK110,95,37.0,8.0,9173,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1385,sepsis,K-E0292,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01152_Min106_RBK110/1152_22_3/20221108_1705_X4_FAU82490_288692d8/fast5_pass/barcode94,cebitec:/prj/kinbiotics-seq/samples/K-E0292/medaka/consensus.fasta,,0,Run01152_Min106_RBK110,94,2.0,11.0,16194,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1399,sepsis,K-E0308,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode12,cebitec:/prj/kinbiotics-seq/samples/K-E0308/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,12,18.0,20.0,46632,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1397,sepsis,K-E0305,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode10,cebitec:/prj/kinbiotics-seq/samples/K-E0305/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,10,71.0,6.0,10627,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
1396,sepsis,K-E0304,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode09,cebitec:/prj/kinbiotics-seq/samples/K-E0304/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,09,51.0,29.0,61387,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1421,sepsis,K-E0336,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode34,cebitec:/prj/kinbiotics-seq/samples/K-E0336/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,34,6.0,14.0,21914,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
1408,sepsis,K-E0320,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode21,cebitec:/prj/kinbiotics-seq/samples/K-E0320/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,21,1.0,3.0,866,,,,
1407,sepsis,K-E0319,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode20,cebitec:/prj/kinbiotics-seq/samples/K-E0319/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,20,73.0,3.0,6514,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1406,sepsis,K-E0317,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode19,cebitec:/prj/kinbiotics-seq/samples/K-E0317/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,19,2.0,81.0,77329,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
1405,sepsis,K-E0315,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode18,cebitec:/prj/kinbiotics-seq/samples/K-E0315/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,18,40.0,8.0,22893,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
1402,sepsis,K-E0311,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode15,cebitec:/prj/kinbiotics-seq/samples/K-E0311/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,15,18.0,9.0,10890,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1401,sepsis,K-E0310,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode14,cebitec:/prj/kinbiotics-seq/samples/K-E0310/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,14,12.0,16.0,30663,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1416,sepsis,K-E0329,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode29,cebitec:/prj/kinbiotics-seq/samples/K-E0329/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,29,22.0,9.0,16372,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1414,sepsis,K-E0326,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode27,cebitec:/prj/kinbiotics-seq/samples/K-E0326/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,27,4.0,14.0,23249,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1413,sepsis,K-E0325,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode26,cebitec:/prj/kinbiotics-seq/samples/K-E0325/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,26,3.0,42.0,59172,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1411,sepsis,K-E0323,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode24,cebitec:/prj/kinbiotics-seq/samples/K-E0323/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,24,2.0,129.0,154424,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
1395,sepsis,K-E0303,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode08,cebitec:/prj/kinbiotics-seq/samples/K-E0303/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,08,3.0,12.0,17023,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1419,sepsis,K-E0333,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode32,cebitec:/prj/kinbiotics-seq/samples/K-E0333/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,32,7.0,47.0,67226,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
1417,sepsis,K-E0330,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode30,cebitec:/prj/kinbiotics-seq/samples/K-E0330/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,30,9.0,15.0,27970,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1431,sepsis,K-E0347,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode44,cebitec:/prj/kinbiotics-seq/samples/K-E0347/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,44,5.0,38.0,54645,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1430,sepsis,K-E0346,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode43,cebitec:/prj/kinbiotics-seq/samples/K-E0346/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,43,7.0,13.0,18484,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1429,sepsis,K-E0345,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode42,cebitec:/prj/kinbiotics-seq/samples/K-E0345/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,42,77.0,6.0,9807,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1428,sepsis,K-E0344,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode41,cebitec:/prj/kinbiotics-seq/samples/K-E0344/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,41,13.0,45.0,79171,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1427,sepsis,K-E0343,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode40,cebitec:/prj/kinbiotics-seq/samples/K-E0343/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,40,4.0,51.0,66789,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1426,sepsis,K-E0342,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode39,cebitec:/prj/kinbiotics-seq/samples/K-E0342/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,39,9.0,21.0,34505,817,Bacteroides fragilis,Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides,cellular organisms; Bacteria; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides
1440,sepsis,K-E0359,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode53,cebitec:/prj/kinbiotics-seq/samples/K-E0359/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,53,16.0,7.0,8151,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1391,sepsis,K-E0299,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-E0299/medaka/consensus.fasta,,0,Run01166_Min106_RBK96,04,1.0,43.0,61323,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1438,sepsis,K-E0355,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode51,cebitec:/prj/kinbiotics-seq/samples/K-E0355/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,51,3.0,66.0,78586,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1434,sepsis,K-E0350,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode47,cebitec:/prj/kinbiotics-seq/samples/K-E0350/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,47,23.0,9.0,23400,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
1448,sepsis,K-E0375,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode61,,,0,Run01167_Min106_RBK96,61,,,354,,,,
1447,sepsis,K-E0374,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode60,cebitec:/prj/kinbiotics-seq/samples/K-E0374/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,60,2.0,27.0,42829,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1446,sepsis,K-E0373,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode59,cebitec:/prj/kinbiotics-seq/samples/K-E0373/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,59,5.0,37.0,54302,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1445,sepsis,K-E0367,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode58,cebitec:/prj/kinbiotics-seq/samples/K-E0367/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,58,6.0,58.0,67103,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
1443,sepsis,K-E0364,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode56,cebitec:/prj/kinbiotics-seq/samples/K-E0364/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,56,1.0,20.0,21246,548,Klebsiella aerogenes,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1442,sepsis,K-E0361,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode55,cebitec:/prj/kinbiotics-seq/samples/K-E0361/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,55,30.0,8.0,8884,571,Klebsiella oxytoca,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1441,sepsis,K-E0360,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode54,cebitec:/prj/kinbiotics-seq/samples/K-E0360/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,54,44.0,6.0,6108,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
1392,sepsis,K-E0300,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01166_Min106_RBK96/1152_23/20221130_1512_X3_FAV40448_c5d298f7/fast5_pass/barcode05,,,0,Run01166_Min106_RBK96,05,,,687,,,,
1439,sepsis,K-E0358,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01167_Min106_RBK96/1152_23_2/20221130_1514_X4_FAV39420_ba1a412f/fast5_pass/barcode52,cebitec:/prj/kinbiotics-seq/samples/K-E0358/medaka/consensus.fasta,,0,Run01167_Min106_RBK96,52,5.0,58.0,67415,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
502,sepsis,K-E0069,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode09,cebitec:/prj/kinbiotics-seq/samples/K-E0069/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,09,79.0,6.0,22039,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
501,sepsis,K-E0068,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode08,cebitec:/prj/kinbiotics-seq/samples/K-E0068/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,08,3.0,62.0,131177,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
500,sepsis,K-E0067,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode07,cebitec:/prj/kinbiotics-seq/samples/K-E0067/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,07,2.0,119.0,193825,1351,Enterococcus faecalis,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
498,sepsis,K-E0065,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode05,cebitec:/prj/kinbiotics-seq/samples/K-E0065/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,05,17.0,3.0,1699,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
511,sepsis,K-E0082,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode18,cebitec:/prj/kinbiotics-seq/samples/K-E0082/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,18,8.0,36.0,41037,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
510,sepsis,K-E0081,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode17,cebitec:/prj/kinbiotics-seq/samples/K-E0081/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,17,3.0,14.0,19569,244366,Klebsiella variicola,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
509,sepsis,K-E0080,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode16,cebitec:/prj/kinbiotics-seq/samples/K-E0080/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,16,53.0,3.0,13099,570,Klebsiella,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group
508,sepsis,K-E0079,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode15,cebitec:/prj/kinbiotics-seq/samples/K-E0079/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,15,5.0,3.0,8138,,,,
507,sepsis,K-E0078,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01014_Min106_RBK96/1152_0009/20220505_1632_X2_FAT29359_4088cbc0/fast5_pass/barcode14,cebitec:/prj/kinbiotics-seq/samples/K-E0078/medaka/consensus.fasta,,0,Run01014_Min106_RBK96,14,29.0,3.0,4871,630,Yersinia enterocolitica,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia
948,sepsis,K-M0455,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01123_Min106_RBK110/1152_18_2/20220923_1055_X2_FAT89600_34804ccc/fast5_pass/barcode37,cebitec:/prj/kinbiotics-seq/samples/K-M0455/medaka/consensus.fasta,,0,Run01123_Min106_RBK110,37,2.0,38.0,92389,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
